Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
31576441,09/20/2015 12:00:00 AM,09/29/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Vacant Lot,10463,2676 HEATH AVENUE,HEATH AVENUE,WEST 193 STREET,WEST KINGSBRIDGE ROAD,,,ADDRESS,BRONX,,N/A,Closed,10/20/2015 07:56:14 PM,09/29/2015 12:00:00 AM,07 BRONX,BRONX,1010303,256514,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.87070770667293,-73.90579987814343,"(40.87070770667293, -73.90579987814343)"
31576473,09/20/2015 12:00:00 AM,01/02/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Construction Site,10310,,,,,CLOVE LAKE PLACE,ELIZABETH STREET,INTERSECTION,STATEN ISLAND,,N/A,Closed,10/20/2015 01:06:17 PM,01/02/2016 12:00:00 AM,01 STATEN ISLAND,STATEN ISLAND,951542,167959,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.62762479744076,-74.11783194887498,"(40.62762479744076, -74.11783194887498)"
31576474,09/20/2015 12:00:00 AM,01/02/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Vacant Lot,10310,,,,,ELIZABETH STREET,CLOVE LAKE PLACE,INTERSECTION,STATEN ISLAND,,N/A,Closed,10/20/2015 11:28:35 AM,01/02/2016 12:00:00 AM,01 STATEN ISLAND,STATEN ISLAND,951542,167959,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.62762479744076,-74.11783194887498,"(40.62762479744076, -74.11783194887498)"
31576853,09/20/2015 12:00:00 AM,09/25/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Vacant Lot,11216,744 PARK PL,PARK PL,,,,,LATLONG,BROOKLYN,,N/A,Closed,10/20/2015 02:54:10 PM,09/25/2015 12:00:00 AM,Unspecified BROOKLYN,BROOKLYN,997220,184602,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.67335709589442,-73.95324300099787,"(40.67335709589442, -73.95324300099787)"
31576937,09/20/2015 12:00:00 AM,09/23/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11104,47-42 39 STREET,39 STREET,47 AVENUE,48 AVENUE,,,ADDRESS,Sunnyside,,N/A,Closed,10/20/2015 09:47:34 PM,09/23/2015 12:00:00 AM,02 QUEENS,QUEENS,1004531,209166,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.74076571694447,-73.92681278589284,"(40.74076571694447, -73.92681278589284)"
31577001,09/20/2015 12:00:00 AM,09/25/2015 11:40:54 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11419,103-35 120 STREET,120 STREET,103 AVENUE,LIBERTY AVENUE,,,ADDRESS,South Richmond Hill,,N/A,Closed,10/20/2015 05:36:35 AM,09/25/2015 11:40:54 AM,10 QUEENS,QUEENS,1033156,189841,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.68761134581559,-73.82365550831558,"(40.68761134581559, -73.82365550831558)"
31577479,09/20/2015 12:00:00 AM,07/07/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10034,570 W 204TH ST,W 204TH ST,,,,,LATLONG,NEW YORK,,N/A,Pending,10/20/2015 08:58:53 AM,07/07/2015 12:00:00 AM,Unspecified MANHATTAN,MANHATTAN,1005905,254190,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.86434092197728,-73.92170927649623,"(40.86434092197728, -73.92170927649623)"
31577481,09/20/2015 12:00:00 AM,09/23/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10025,316 W 94TH ST,W 94TH ST,,,,,LATLONG,NEW YORK,,N/A,Closed,10/20/2015 06:02:26 PM,09/23/2015 12:00:00 AM,Unspecified MANHATTAN,MANHATTAN,990974,228686,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.79436374840356,-73.97571584352276,"(40.79436374840356, -73.97571584352276)"
31577896,09/20/2015 12:00:00 AM,08/12/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10460,2105 DALY AVENUE,DALY AVENUE,EAST 180 STREET,EAST 181 STREET,,,ADDRESS,BRONX,,N/A,Pending,10/20/2015 10:55:08 PM,08/12/2015 12:00:00 AM,06 BRONX,BRONX,1017030,247082,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.844797297702144,-73.8815231414843,"(40.844797297702144, -73.8815231414843)"
31577997,09/20/2015 12:00:00 AM,08/31/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10032,524 WEST  159 STREET,WEST  159 STREET,AMSTERDAM AVENUE,BROADWAY,,,ADDRESS,NEW YORK,,N/A,Pending,10/20/2015 10:35:53 AM,08/31/2015 12:00:00 AM,12 MANHATTAN,MANHATTAN,1000298,243305,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.834476795241926,-73.94200667327118,"(40.834476795241926, -73.94200667327118)"
31578027,09/20/2015 12:00:00 AM,10/16/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10019,432 WEST   56 STREET,WEST   56 STREET,9 AVENUE,10 AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,10/20/2015 05:59:16 AM,10/16/2015 12:00:00 AM,04 MANHATTAN,MANHATTAN,987772,218966,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.76768678045544,-73.98728516672382,"(40.76768678045544, -73.98728516672382)"
31578109,09/20/2015 12:00:00 AM,10/08/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11221,271 WOODBINE STREET,WOODBINE STREET,WILSON AVENUE,KNICKERBOCKER AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,10/20/2015 05:00:22 PM,10/08/2015 12:00:00 AM,04 BROOKLYN,BROOKLYN,1008174,192718,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.69561082647373,-73.91372490818284,"(40.69561082647373, -73.91372490818284)"
31578499,09/20/2015 12:00:00 AM,09/25/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11238,825 DEAN STREET,DEAN STREET,,,,,LATLONG,BROOKLYN,,N/A,Closed,10/20/2015 02:41:09 PM,09/25/2015 12:00:00 AM,Unspecified BROOKLYN,BROOKLYN,994631,186761,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.679286477877454,-73.96257304899106,"(40.679286477877454, -73.96257304899106)"
31578500,09/21/2015 12:00:00 AM,09/29/2015 03:18:53 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10468,2840 SEDGWICK AVENUE,SEDGWICK AVENUE,WEST 197 STREET,WEST 229 STREET,,,ADDRESS,BRONX,,N/A,Closed,10/21/2015 12:23:57 AM,09/29/2015 03:18:53 PM,08 BRONX,BRONX,1011390,257457,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.873292675645715,-73.90186578362315,"(40.873292675645715, -73.90186578362315)"
31578506,09/20/2015 12:00:00 AM,01/02/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Vacant Lot,10310,,,,,CLOVE LAKE PLACE,ELIZABETH STREET,INTERSECTION,STATEN ISLAND,,N/A,Closed,10/20/2015 12:29:34 PM,01/02/2016 12:00:00 AM,01 STATEN ISLAND,STATEN ISLAND,951542,167959,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.62762479744076,-74.11783194887498,"(40.62762479744076, -74.11783194887498)"
31578545,09/20/2015 12:00:00 AM,09/23/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10021,10 EAST 71ST STREET,EAST 71ST STREET,,,,,LATLONG,NEW YORK,,N/A,Closed,10/20/2015 07:18:23 PM,09/23/2015 12:00:00 AM,Unspecified MANHATTAN,MANHATTAN,993485,220280,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.77128924628645,-73.96665876218478,"(40.77128924628645, -73.96665876218478)"
31579112,09/21/2015 12:00:00 AM,09/25/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11417,,,,,134 AVENUE,97 STREET,INTERSECTION,Ozone Park,,N/A,Closed,10/21/2015 04:58:18 PM,09/25/2015 12:00:00 AM,10 QUEENS,QUEENS,1028712,185439,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.67555231676729,-73.83970862145534,"(40.67555231676729, -73.83970862145534)"
31579113,09/21/2015 12:00:00 AM,09/30/2015 04:34:13 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Parking Lot/Garage,10002,,,,,MANGIN STREET,STANTON STREET,INTERSECTION,NEW YORK,,N/A,Closed,10/21/2015 07:52:30 AM,09/30/2015 04:34:13 PM,03 MANHATTAN,MANHATTAN,990895,200817,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.71787051118301,-73.97602870048813,"(40.71787051118301, -73.97602870048813)"
31579120,09/21/2015 12:00:00 AM,10/07/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11212,35 EAST   94 STREET,EAST   94 STREET,EAST NEW YORK AVENUE,RUTLAND ROAD,,,ADDRESS,BROOKLYN,,N/A,Closed,10/21/2015 09:31:40 AM,10/07/2015 12:00:00 AM,17 BROOKLYN,BROOKLYN,1004472,181095,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.66371757115178,-73.92710998769313,"(40.66371757115178, -73.92710998769313)"
31579128,09/21/2015 12:00:00 AM,08/25/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10457,2005 CROTONA AVENUE,CROTONA AVENUE,,,,,LATLONG,BRONX,,N/A,Pending,10/21/2015 02:42:20 PM,09/21/2015 02:46:23 PM,Unspecified BRONX,BRONX,1014670,247935,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.84714697568177,-73.89004901795967,"(40.84714697568177, -73.89004901795967)"
31579129,09/21/2015 12:00:00 AM,09/03/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10460,2015 SOUTHERN BOULEVARD,SOUTHERN BOULEVARD,EAST 178 STREET,EAST 179 STREET,,,ADDRESS,BRONX,,N/A,Pending,10/21/2015 08:34:41 AM,09/21/2015 08:46:59 AM,06 BRONX,BRONX,1015961,246848,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.844158940576655,-73.88538793368204,"(40.844158940576655, -73.88538793368204)"
31579130,09/21/2015 12:00:00 AM,09/28/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10025,20 WEST WEST  102 STREET,WEST  102 STREET,CENTRAL PARK WEST,MANHATTAN AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,10/21/2015 06:26:38 PM,09/28/2015 12:00:00 AM,07 MANHATTAN,MANHATTAN,994604,229198,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.79576554190262,-73.96260507805754,"(40.79576554190262, -73.96260507805754)"
31579131,09/21/2015 12:00:00 AM,10/15/2015 11:07:21 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11213,1730 CARROLL STREET,CARROLL STREET,FORD STREET,ROCHESTER AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,10/21/2015 06:35:09 PM,10/15/2015 11:07:21 AM,09 BROOKLYN,BROOKLYN,1003888,181925,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.665997050865876,-73.92921259175424,"(40.665997050865876, -73.92921259175424)"
31579132,09/21/2015 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11215,345 3 STREET,3 STREET,4 AVENUE,5 AVENUE,,,ADDRESS,BROOKLYN,,N/A,Assigned,10/21/2015 01:21:28 PM,09/21/2015 01:24:23 PM,06 BROOKLYN,BROOKLYN,988670,184537,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.67318708316365,-73.9840658905089,"(40.67318708316365, -73.9840658905089)"
31580279,09/21/2015 12:00:00 AM,09/08/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10460,865 EAST  181 STREET,EAST  181 STREET,MOHEGAN AVENUE,HONEYWELL AVENUE,,,ADDRESS,BRONX,,N/A,Pending,10/21/2015 11:32:06 AM,09/21/2015 11:41:49 AM,06 BRONX,BRONX,1016739,247583,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.84617346978255,-73.88257247504517,"(40.84617346978255, -73.88257247504517)"
31580280,09/21/2015 12:00:00 AM,08/19/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Commercial Building,10031,519 WEST WEST  152 STREET,WEST  152 STREET,AMSTERDAM AVENUE,BROADWAY,,,ADDRESS,NEW YORK,,N/A,Pending,10/21/2015 08:12:01 AM,09/21/2015 08:17:07 AM,09 MANHATTAN,MANHATTAN,999432,241666,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.829979743548,-73.94513988212663,"(40.829979743548, -73.94513988212663)"
31580303,09/21/2015 12:00:00 AM,09/28/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,10025,70 WEST  107 STREET,WEST  107 STREET,MANHATTAN AVENUE,COLUMBUS AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,10/21/2015 11:08:58 AM,09/28/2015 12:00:00 AM,07 MANHATTAN,MANHATTAN,994853,230603,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.79962158903565,-73.96170356133193,"(40.79962158903565, -73.96170356133193)"
31580322,09/21/2015 12:00:00 AM,09/30/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10009,,,,,AVENUE D,EAST 8 STREET,INTERSECTION,NEW YORK,,N/A,Closed,10/21/2015 04:37:04 PM,09/30/2015 12:00:00 AM,03 MANHATTAN,MANHATTAN,990893,202938,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72369214594464,-73.97603382195746,"(40.72369214594464, -73.97603382195746)"
31581372,09/21/2015 12:00:00 AM,10/14/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10459,1014B KELLY STREET,KELLY STREET,WESTCHESTER AVENUE,EAST 165 STREET,,,ADDRESS,BRONX,,N/A,Closed,10/21/2015 02:31:17 PM,10/14/2015 12:00:00 AM,02 BRONX,BRONX,1013078,239320,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.823506648099546,-73.89584021188676,"(40.823506648099546, -73.89584021188676)"
31581435,09/21/2015 12:00:00 AM,09/02/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10033,700 WEST 176TH STREET,WEST 176TH STREET,,,,,LATLONG,NEW YORK,,N/A,Pending,10/21/2015 10:15:09 PM,09/02/2015 12:00:00 AM,Unspecified MANHATTAN,MANHATTAN,1001185,247834,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.84690592079508,-73.93878984892166,"(40.84690592079508, -73.93878984892166)"
31581436,09/21/2015 12:00:00 AM,09/30/2015 03:23:29 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10038,248 FRONT STREET,FRONT STREET,PECK SLIP,DOVER STREET,,,ADDRESS,NEW YORK,,N/A,Closed,10/21/2015 04:57:14 PM,09/30/2015 03:23:29 PM,01 MANHATTAN,MANHATTAN,983976,197260,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.708109885218875,-74.00098828807286,"(40.708109885218875, -74.00098828807286)"
31581448,09/21/2015 12:00:00 AM,07/08/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Construction Site,10027,,,,,ST NICHOLAS AVENUE,WEST 125 STREET,INTERSECTION,NEW YORK,,N/A,Pending,10/21/2015 04:22:15 PM,09/21/2015 04:25:42 PM,09 MANHATTAN,MANHATTAN,997374,234664,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.81076452955481,-73.952590152183,"(40.81076452955481, -73.952590152183)"
31581507,09/21/2015 12:00:00 AM,09/23/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10028,232 EAST   81 STREET,EAST   81 STREET,3 AVENUE,2 AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,10/21/2015 03:14:15 PM,09/23/2015 12:00:00 AM,08 MANHATTAN,MANHATTAN,996578,221719,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.77523515180771,-73.95548942682952,"(40.77523515180771, -73.95548942682952)"
31581566,09/21/2015 12:00:00 AM,10/23/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11203,458 EAST   51 STREET,EAST   51 STREET,CHURCH AVENUE,SNYDER AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,10/21/2015 01:48:29 PM,10/23/2015 12:00:00 AM,17 BROOKLYN,BROOKLYN,1003879,176324,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.65062356151011,-73.92926133713554,"(40.65062356151011, -73.92926133713554)"
31582436,09/22/2015 12:00:00 AM,09/29/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Commercial Building,11249,80 NORTH 7TH STREET,NORTH 7TH STREET,,,,,LATLONG,BROOKLYN,,N/A,Closed,10/21/2015 11:57:49 PM,09/29/2015 12:00:00 AM,Unspecified BROOKLYN,BROOKLYN,995111,201448,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.71959828304049,-73.96081880530248,"(40.71959828304049, -73.96081880530248)"
31582446,09/21/2015 12:00:00 AM,09/28/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10026,1370 FIFTH AVENUE,FIFTH AVENUE,EAST 112 STREET,EAST 115 STREET,,,ADDRESS,NEW YORK,,N/A,Closed,10/21/2015 11:57:37 AM,09/28/2015 12:00:00 AM,10 MANHATTAN,MANHATTAN,998718,230351,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.798924434745565,-73.94774430942695,"(40.798924434745565, -73.94774430942695)"
31582551,09/21/2015 12:00:00 AM,10/13/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11201,,,,,,,LATLONG,BROOKLYN,,N/A,Closed,10/21/2015 08:58:58 PM,10/13/2015 12:00:00 AM,Unspecified BROOKLYN,BROOKLYN,986824,193733,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.69842872836352,-73.99071721128844,"(40.69842872836352, -73.99071721128844)"
31582643,09/21/2015 12:00:00 AM,09/28/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10025,110 WEST 94TH STREET,WEST 94TH STREET,,,,,LATLONG,NEW YORK,,N/A,Closed,10/21/2015 11:11:16 PM,09/28/2015 12:00:00 AM,Unspecified MANHATTAN,MANHATTAN,992740,227701,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.79165866932178,-73.96933906709233,"(40.79165866932178, -73.96933906709233)"
31583361,09/21/2015 12:00:00 AM,09/21/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Day Care/Nursery,10026,300 MANHATTAN AVENUE,MANHATTAN AVENUE,WEST 112 STREET,MORNINGSIDE AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,10/21/2015 09:18:57 AM,09/21/2015 09:27:22 AM,10 MANHATTAN,MANHATTAN,995765,231783,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.80285922439878,-73.95840753154688,"(40.80285922439878, -73.95840753154688)"
31583628,09/21/2015 12:00:00 AM,10/20/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10458,2472 ELM PLACE,ELM PLACE,,,,,LATLONG,BRONX,,N/A,Closed,10/21/2015 04:20:34 PM,10/20/2015 12:00:00 AM,Unspecified BRONX,BRONX,1013512,252919,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.86083047502572,-73.89421276949095,"(40.86083047502572, -73.89421276949095)"
31583629,09/21/2015 12:00:00 AM,09/29/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10474,539 COSTER STREET,COSTER STREET,,,,,LATLONG,BRONX,,N/A,Closed,10/21/2015 06:33:00 AM,09/29/2015 12:00:00 AM,Unspecified BRONX,BRONX,1015545,234964,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.81154226530331,-73.8869469015013,"(40.81154226530331, -73.8869469015013)"
31583633,09/21/2015 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11692,141 BEACH   56 PLACE,BEACH   56 PLACE,DEAD END,ROCKAWAY BEACH BOULEVARD,,,ADDRESS,Arverne,,N/A,Assigned,10/21/2015 12:30:07 PM,09/21/2015 12:51:00 PM,14 QUEENS,QUEENS,1043637,154787,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.59133179210731,-73.7861719586252,"(40.59133179210731, -73.7861719586252)"
31583724,09/21/2015 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10467,663 ADEE AVENUE,ADEE AVENUE,BARKER AVENUE,OLINVILLE AVENUE,,,ADDRESS,BRONX,,N/A,Assigned,10/21/2015 04:13:49 PM,09/21/2015 04:20:54 PM,12 BRONX,BRONX,1020568,256156,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.86968884044925,-73.86868659164115,"(40.86968884044925, -73.86868659164115)"
